aX,aY,aZ,gX,gY,gZ
-3.14,-0.13,9.05,9.56,-0.57,8.56
-2.85,0.05,9.01,-3.49,-7.46,7.4
-2.74,-0.49,8.22,-6.35,-5.27,6.31
-2.86,-0.45,8.02,-5.56,0.83,5.51
-2.87,-0.57,7.89,-0.25,0.89,4.54
-2.82,-0.58,7.56,4.5,-6.31,2.95
-2.56,-0.45,7.99,8.65,-11.37,1.55
-2.28,-0.63,8.65,4.99,-11.25,6.37
-2.7,-0.41,8.6,-3.12,-2.65,13.14
-3.43,-0.49,8.26,-3.85,-4.72,10.64
-3.4,-0.65,8,0.35,-7.04,4.11
-2.82,-0.21,8.14,4.62,-3.99,2.77
-2.9,-0.3,8.29,6.09,-4.35,6.61
-3.28,-0.08,8.38,0.72,-14.48,10.64
-3.44,0.05,8.56,-3.85,-18.01,8.2
-2.94,-0.3,8.3,-3.55,-12.65,-0.52
-2.43,-0.58,8.26,1.88,-4.6,-0.52
-2.47,-0.42,8.43,8.22,2.54,0.88
-2.65,-0.31,8.52,10.96,4.73,3.5
-3.28,0.11,8.87,7,-6.06,8.26
-3.43,0.11,9.19,-2.75,-19.29,7.04
-3.29,0.02,9.05,-7.33,-18.81,2.53
-2.45,-0.41,8.74,-5.86,-7.04,0.09
-2.09,-0.61,8.63,-1.41,3.69,5.03
-2.55,-0.41,8.68,0.84,5.89,10.27
-3.45,-0.26,8.58,1.09,-2.95,11.55
-3.98,0.14,8.94,-3.61,-11.98,6.25
-3.45,-0.12,9.01,-7.45,-14.29,-2.41
-2.55,-0.51,8.93,-4.58,-8.99,-4.06
-1.92,-0.54,9.06,-3.49,-3.99,4.05
-2.03,-0.5,8.98,-2.94,2.84,14.6
-3.08,-0.07,9.08,-6.66,-0.76,18.87
-3.56,0.11,8.92,-11.23,-6.67,14.17
-3.48,0.1,8.75,-10.07,-7.22,4.35
-2.91,0.12,8.59,-6.23,-6.31,-2.05
-2.72,0.65,8.88,-1.41,-2.95,-5.95
-2.91,1.26,9.31,2.61,-9.6,-12.23
-2.9,2.65,10.13,-4.04,-33.32,-18.82
-2.24,4.28,9.67,-8.36,-70.57,-19.73
-0.84,3.99,9.8,-5.13,-74.29,-19.67
0.76,5.21,9.15,-9.89,-42.4,-0.71
0.5,5.38,9.81,-13.06,14.73,20.27
-1.06,7.48,11.01,-36.96,32.78,32.28
-3.63,8.92,9.34,-73.55,37.23,31.18
-4.22,7.42,7.3,-87.63,34.91,3.99
-2.86,5.91,7.14,-88.55,21.86,-14.24
-2.17,4.95,7.53,-94.28,-19.23,4.42
-2.06,4.44,7.53,-94.46,-63.26,27.46
-2.8,2.74,7.56,-93.06,-64.9,25.82
-2.9,1.52,7.24,-81.41,-55.88,14.54
-1.99,0.35,7.64,-82.88,-73.44,27.16
-0.94,-1.06,7.5,-76.17,-88.07,49.96
-1,-2.78,7.37,-65.56,-82.04,63.81
-2.3,-2.53,8.14,-58.18,-75.02,72.95
-3.19,-4.98,7.53,-56.78,-75.21,59.05
-2.49,-6.11,6.69,-46.47,-78.99,43.32
-2.42,-7.33,7.01,-31.54,-77.28,50.45
-3.34,-7.34,7.52,-15.32,-58.99,49.84
-3.79,-7.52,8.03,-13.79,-61.79,39.48
-2.94,-8.49,7.35,-8.55,-57.46,34.66
-2.18,-8.55,7.06,4.14,-45.7,33.68
-1.73,-8.35,7.48,9.56,-42.16,39.54
-2.31,-8.12,7.86,10.05,-45.09,48.44
-3.27,-8.23,7.68,14.99,-45.7,47.34
-3.73,-8.01,7.41,15.23,-55.21,41.67
-2.76,-7.43,7.23,21.39,-38.62,39.17
-2.18,-6.94,7.1,17.79,-22.83,38.68
-2.22,-6.4,6.67,17.06,-11.37,38.38
-2.26,-5.81,6.89,18.28,-7.59,36.18
-2.73,-5.25,7.25,16.03,-9.05,34.78
-3.18,-5.02,6.84,22.43,-21.98,30.15
-2.38,-4.05,7.53,18.4,-10.82,16.24
-1.7,-3.46,8.47,12.25,11.56,2.71
-1.46,-2.8,9.02,5.23,12.11,-0.16
-1.26,-2.57,9.04,4.07,-9.17,5.45
-0.89,-2.68,9,5.66,-20.94,6.31
-1.67,-2.24,7.81,5.29,15.34,-7.29
-1.34,-2.41,8.66,11.21,6.01,-5.34
-1.19,-2.35,8.43,11.39,2.35,-4.55
-1.02,-2.38,8.38,12.79,2.17,-0.58
-1.09,-2.2,8.4,11.09,-1.43,5.33
-1.08,-1.79,8.68,4.38,-7.34,11.12
-1.2,-1.86,8.74,-0.13,-12.53,11.06
-1.16,-1.24,9.05,-12.21,-18.14,10.82
-1.24,-1.27,9.25,-23.91,-21.55,8.2
-0.83,-1.87,8.82,-27.69,-18.74,6.43
-0.67,-2.35,8.54,-24.22,-17.77,9.35
-0.64,9.52,9.63,-75.92,-39.42,7.95
-1.59,-2.48,8.54,-13.06,-19.96,9.23
-1.29,-2.24,8.83,-8.79,-11.67,3.81
-1.08,-2.44,8.33,-3.73,-7.95,0.57
-1.06,-2.42,8.46,1.82,-8.26,3.75
-1.11,-2.29,8.46,5.96,-9.23,3.07
-0.94,-2.23,8.91,7.49,-7.1,1
-0.9,-2.13,8.84,4.87,-5.57,1.73
-1.04,-2.25,8.63,2.98,-5.39,2.22
-1.04,-2.41,8.44,4.26,-7.28,3.75
-0.99,-2.43,8.47,5.29,-8.99,4.23
-0.97,-2.4,8.57,4.56,-6.06,3.26
-1.13,-2.62,8.47,5.11,-5.33,1.67
-1.34,-3.02,8.44,4.87,-10.39,2.65
-1.43,-3.6,8.37,6.51,-17.95,5.39
-1.6,-3.93,8.42,6.33,-23.56,10.33
-1.95,-4.5,8.34,4.75,-17.22,10.51
-2.59,-5.16,8.25,-1.29,-1.79,4.9
-3.25,-6.29,8.14,-6.17,10.04,-3.63
-3.43,-7.1,8.15,-7.69,5.28,-4.49
-3.52,-7.48,8.75,-6.41,-2.46,-2.84
-3.27,-7.57,9.34,-12.21,3.75,-7.29
-2.79,-8,9.49,-19.1,22.78,-13.21
-2.88,-8.03,9.76,-30.13,51.44,-19.43
-3.88,-8.5,9.26,-40.01,65.77,-27.54
-4.86,-9.03,8.53,-39.28,42.23,-24.85
-4.88,-9.04,7.4,-30.99,3.51,-26.68
-3.9,-7.94,7.66,-18.67,2.47,-37.66
-2.63,-7.24,7.88,-15.01,43.08,-59.43
-3.29,-6.11,7.9,-11.41,46.99,-63.82
-3.7,-5.94,7.01,-6.11,-21.92,-46.86
-3.21,-5.72,5.55,15.48,-101.18,-24.3
0.35,-4.16,5.36,39.32,-22.1,-33.39
-0.49,-0.29,8.23,13.53,112.41,-43.82
-3.56,1.04,8.42,-31.72,84.67,-63.08
-2.81,0.17,4.87,-26.41,-8.93,-37.11
-1.45,0.22,2.7,20.11,-20.94,-11.8
-0.63,2.02,1.79,73.34,47.11,-15.52
-4.04,7.58,2.46,88.89,77.96,-15.4
-3.98,8.8,5.27,137.18,-0.03,-3.88
-3.29,11.28,11.37,167,-45.27,-17.9
-1.42,13.3,15.45,156.39,34.06,-35.52
-2.01,12.12,18.95,109.68,57.72,-65.28
0.12,7.46,16.98,24.26,-79.11,-73.39
5.51,0.81,13.98,-17.51,-176.12,-51.56
8.07,0.48,10.49,-22.21,-57.83,8.56
3.79,1.45,9.26,-24.64,85.46,44.48
-1.55,0.72,7.55,-19.16,126.62,51.92
-5.32,0.11,6.61,-9.71,74.91,33.5
-5.13,0.11,5.82,3.4,13.94,8.62
-3.13,-0.09,6.62,21.03,-14.72,-5.58
-1.75,0.01,8.04,29.56,-14.54,-11.38
-1.27,0.74,9.41,16.15,-12.77,7.46
-1.59,0.07,10.42,-1.35,-22.71,18.68
-1.64,-0.46,9.57,-8.91,-21.18,23.2
-2.05,-0.67,8.85,-9.4,-6.37,18.99
-2.8,-1.13,8.16,-0.38,-0.15,12.46
-2.58,-1.16,7.89,11.03,9.97,3.01
-2.69,-1.26,8.14,21.33,5.16,1.12
-2.99,-0.26,8.73,18.04,-11.79,2.95
-2.35,-0.17,9.56,-1.41,-20.51,9.72
-1.71,-0.41,9.23,-10.8,-11.18,10.45
-1.45,-0.95,8.34,-9.71,9.3,10.03
-1.92,-1.13,7.93,-1.66,19.49,11.37
-2.94,-0.96,8.14,4.38,3.57,8.38
-3.3,-0.68,8.21,7.73,-13.2,2.53
-2.95,-0.5,8.09,7.92,-18.68,-2.9
-2.1,-0.6,8.62,3.83,-16,-1.25
-1.35,-0.85,8.55,2.92,-4.66,3.99
-1.69,-0.8,8.57,3.83,7.72,9.96
-2.6,-0.86,8.37,6.03,5.83,11.98
-3.02,-0.45,8.39,8.34,2.9,5.27
-3.05,-0.26,8.52,4.87,-4.05,1.98
-2.45,-0.25,8.57,-2.45,-9.72,4.84
-1.85,-0.6,8.42,-0.25,1.01,8.68
-2.25,-0.53,8.81,-0.01,5.22,15.21
-3.17,-0.42,8.84,-2.51,-4.9,9.96
-2.9,-0.5,8.53,0.17,-6.85,3.44
-2.52,-0.56,8.57,4.56,-5.27,-0.28
-2.31,-0.33,8.75,4.68,-4.42,3.07
-2.66,-0.34,9.02,-1.84,-11.49,8.99
-2.73,-0.45,8.86,-4.83,-15.94,9.6
-2.55,-0.31,8.99,-6.29,-10.64,6.12
-2.46,-0.45,9.11,-6.47,-1.12,3.32
-2.28,-0.59,8.93,-4.89,-2.59,5.82
-2.16,-0.53,8.93,-6.41,-6.92,10.76
-2.37,-0.46,8.69,-6.96,-3.2,14.78
-2.78,-0.2,8.89,-8.43,-0.03,13.2
-2.74,-0.07,8.93,-9.22,4.49,10.76
-2.68,0.01,8.66,-9.89,4.3,7.28
-2.49,0.2,8.18,-7.45,5.1,3.75
-2.64,0.43,8.28,-2.21,0.71,-1.8
-2.73,1.04,9.08,0.72,-15.27,-11.8
-2.04,2.15,9.97,-3.91,-25.21,-16.56
-1.19,3.43,10.72,-8.91,-21.18,-7.17
-0.66,4.03,10.74,-18.24,-4.11,-0.89
-0.37,5.14,10.16,-23.91,34.97,16
-1.67,5.14,10.47,-36.72,59.97,24.29
-3.71,7.31,10.26,-48.43,55.1,21.61
-4.62,7.68,9.73,-68.06,19.43,11
-2.86,5.41,8.22,-75.8,2.11,-12.11
-1.99,4.52,8.54,-73.79,0.1,-3.57
-2.86,4.89,8.94,-84.22,-20.21,17.65
-3.89,5.09,8.66,-95.01,-72.71,32.71
-3.33,3.47,7.35,-96.66,-102.22,24.54
-0.55,2.43,7.66,-90.01,-101.24,30.27
1.39,0.3,7.22,-94.03,-90.15,59.6
0.13,-1.31,7.35,-73.61,-73.68,102.04
-3.52,-0.46,7.85,-66.9,-78.68,106.67
-4.15,-2.3,6.83,-66.78,-87.4,84.17
-3.42,-3.71,6.38,-51.53,-101.85,76.31
-2.26,-4.71,6.56,-38.67,-105.63,66.43
-1.94,-7.09,6.52,-29.28,-89.41,62.04
-3.22,-8.21,6.44,-19.83,-54.42,41.31
-3.69,-9.21,5.88,-9.95,-47.71,27.4
-3.89,-9.61,6.46,-0.01,-86.43,31.37
-2.58,-10.02,6.02,12.06,-93.56,29.48
-1.69,-9.49,6.85,14.74,-84.9,29.42
-1.81,-9.11,7.16,19.68,-73.5,29.72
-2.45,-9.21,6.37,26.09,-68.68,31.18
-3.13,-8.21,7.09,35.96,-73.62,41.79
-2.7,-7.71,6.95,38.28,-54.84,43.5
-2.44,-6.41,7.87,31.33,-39.11,38.74
-1.74,-5.2,8.41,24.07,-12.71,35.15
-2.05,-5.36,8,15.6,9.3,34.54
-3.1,-5.05,7.64,17.18,-14.23,42.71
-3.3,-4.73,7.75,25.9,-41.92,40.63
-2.16,-3.56,8.72,22,-32.28,26.31
-0.97,-2.65,9.62,10.54,-4.54,9.48
-2.07,-1.91,6.35,-8.24,9.61,-0.89
-0.98,-2.7,8.84,0.72,7.05,1.85
-0.88,-2.33,8.81,2.06,3.75,1.06
-0.96,-2.35,8.77,3.53,-1.06,2.22
-1.02,-2.42,8.56,2,-10.09,2.83
-0.91,-2.57,8.54,3.16,-15.27,0.76
-0.88,-2.17,9.15,0.84,-22.95,-2.66
-0.55,-1.95,9.14,-7.39,-28.56,-3.27
-0.38,-1.95,8.76,-9.89,-23.26,5.03
-0.44,-2.18,8.75,-9.28,-17.22,8.07
-0.54,-2.06,9.1,-8.67,-14.66,8.44
0.01,-1.5,8.13,-7.82,-8.62,11.73
-0.39,-2.25,8.52,-11.78,-11.18,1.67
-0.64,-2.62,8.32,-7.39,-13.44,4.42
-0.61,-2.63,8.36,0.9,-8.5,7.89
-0.76,-2.35,8.65,5.17,-5.45,6.12
-0.95,-2.44,8.6,3.59,-8.5,3.38
-0.63,-2.79,8.36,4.44,-9.66,3.38
-0.58,-3.07,8.37,7.43,-9.78,5.88
-1.21,-3.47,8.6,11.76,-3.99,9.29
-2.05,-3.39,9.35,11.21,0.16,6.61
-2.2,-3.57,9.7,2.98,-4.9,2.59
-2,-4.64,9.88,-3.49,-14.29,3.56
-1.72,-5.45,9.5,-10.13,-17.46,7.04
-2.22,-6.22,8.97,-17.82,3.88,3.87
-2.75,-6.79,7.86,-25.99,39.67,-10.1
-3.17,-7.14,7.07,-32.82,67.41,-27.35
-3.65,-7.76,6.98,-33.85,55.03,-29.73
-3.61,-8.21,7.53,-25.62,-0.09,-12.35
-2.81,-7.98,8.11,-16.17,-38.74,1.12
-1.26,-6.87,9.37,-14.22,4.3,-9.61
-1.77,-5.97,10.3,-23.36,52.29,-26.13
-2.57,-6.47,9.71,-29.77,47.47,-30.52
-3.2,-6.51,8.86,-22.75,-4.05,-16.99
-2.93,-6.67,8.18,-6.6,-36.85,-9.91
-1.95,-5.71,8.62,5.54,-37.77,-14.18
-1.54,-4.9,9,4.75,20.83,-36.8
-2.82,-4.78,8.85,-6.47,60.64,-51.68
-4.28,-5.27,7.78,-14.1,34.79,-55.83
-4.35,-5.7,5.75,-5.68,-9.96,-41.19
-4.48,-5.68,4.45,21.15,-60.94,-28.57
-2.25,-4.46,3.34,52.92,-27.04,-47.78
-0.97,-2.19,4.58,67.92,54.06,-56.44
-1.49,0.36,5.8,58.65,41.13,-40.77
-2,1.63,5.2,54.5,1.07,-25.16
-1.82,2.25,4.04,68.16,-3.14,-17.96
-0.55,4.12,3.08,100.41,43.02,-21.5
-0.93,6.65,4.91,128.52,33.21,-19.91
0.13,8.27,7.75,136.39,0.95,-14.12
-0.32,9.32,10.1,134.74,-5.88,-8.63
-1.38,10.13,12.72,127.55,61.56,-25.83
-2.6,8.91,14.34,83.1,72.23,-60.77
-0.64,6.79,14.76,15.23,-48.13,-70.71
4.32,2.88,12.73,-36.47,-187.95,-45.71
7.7,-0.35,9.04,-33.36,-126.49,7.28
4.49,0.34,8.18,0.66,55.46,25.94
-1.47,1.45,9.6,17.43,122.96,19.84
-5.81,2.28,9.4,10.42,52.41,-2.41
-4.48,2.24,8.35,-6.72,-32.83,-17.41
-1.18,0.74,7.77,-8.3,-51.18,-17.35
0.53,0.07,8.61,4.14,-34.78,-5.83
0.39,0.34,10.22,2.06,-22.46,6.79
-0.71,0.08,10.22,2.43,-8.99,8.44
-1.17,0.22,9.49,6.03,3.88,1.55
-1.21,-0.28,8.65,13.46,-0.45,-2.23
-1.87,-0.17,8.43,21.15,-7.83,-1.68
-1.89,1.07,10.14,-3,-23.32,5.76
-1.06,0.14,9.54,-18.36,-28.38,4.96
-0.11,-0.66,8.62,-10.38,-8.44,5.76
-0.59,-1.11,8.75,-0.93,7.54,9.96
-1.45,-0.62,8.99,5.9,9.97,9.35
-2.13,-0.15,8.85,7.55,1.68,4.6
-1.89,-0.29,8.49,10.35,-4.29,-2.05
-1.36,0,9.16,3.71,-6,-0.71
-0.73,-0.1,9.34,-5.5,-3.14,5.27
-0.84,-0.38,8.89,-7.57,0.52,11.31
-1.4,-0.51,8.75,-6.41,-2.65,13.5
-1.52,-0.56,8.59,-1.35,-1.43,9.72
-1.67,-0.36,8.7,5.23,1.13,3.99
-1.5,-0.17,8.98,4.14,-4.78,1.73
-1.19,-0.1,8.94,1.7,-5.39,0.51
-0.64,-0.08,9.15,-4.52,-6.43,8.44
-0.75,-0.35,8.8,-5.38,-2.77,14.78
-1.12,-0.07,8.64,-0.74,4.36,14.11
-1.33,-0.13,8.71,-1.9,6.01,12.28
-1.64,0.05,9.1,1.88,8.27,11.49
-2.05,0.13,9.12,6.64,4.36,4.17
-1.95,0.27,9.05,14.5,1.56,-6.01
-1.79,1.29,8.85,16.51,-1.55,-10.22
-1.51,1.56,8.59,10.17,-6.79,-11.07
-1.29,1.66,8.56,3.83,-9.84,-10.71
-1.28,2.3,8.14,10.54,-9.48,-10.58
-1.88,3.04,9.36,17.06,-28.38,-15.58
-1.17,4.82,10.22,6.64,-48.38,-15.1
0.69,4.91,11.01,-22.27,-31.92,-3.82
1.57,5.28,10.55,-40.32,27.72,12.34
-0.26,6.25,10.88,-56.84,75.83,23.93
-2.76,7.43,10.21,-88.85,44.12,33.74
-3.1,4.8,8.06,-103.24,3.88,26.24
-1.3,3.56,6.89,-90.5,10.46,22.83
-1.23,2.72,7.81,-82.51,41.62,32.89
-3.74,3.34,8.27,-95.07,16.86,51.49
-5.15,1.79,6.79,-85.62,-51.18,49.9
-3.55,0.77,6.64,-69.03,-90.51,49.29
-1.03,0.09,7.14,-67.02,-86.67,53.07
-0.14,-0.81,7.81,-60.44,-57.1,65.39
-0.84,-0.27,7.69,-62.02,-60.21,72.28
-1.08,-2.04,7.15,-49.95,-72.71,74.66
-0.5,-2.91,7.97,-40.13,-64.05,77.28
-1.73,-3.75,8.61,-39.64,-54.54,75.02
-2.51,-3.74,8.53,-33.18,-69.23,69.96
-2.23,-4.17,8.25,-29.52,-88.44,59.96
-1.31,-4.4,8.32,-28.49,-87.71,48.74
-0.47,-4.02,9.59,-26.05,-76.06,44.05
-0.48,-4.58,9.61,-22.39,-45.33,34.84
-0.7,-4.91,9.66,-22.21,-44.9,26.49
-0.49,-4.74,9.87,-19.46,-62.16,29.6
-0.65,-6.32,7.99,-11.17,-54.11,28.87
-1.4,-6.07,8.38,-11.72,-55.82,26.12
-1.8,-6.41,7.92,-3.12,-44.05,22.28
-2.79,-7.1,7.29,0.54,-47.95,21.85
-3.7,-7.59,6.62,10.11,-49.17,18.44
-3.75,-7.6,6.33,18.95,-58.13,18.26
-3.36,-7.34,6.34,24.99,-63.13,15.76
-2.02,-6.98,6.38,29.01,-44.72,6.06
-0.44,-6.01,7.65,26.76,4.73,-5.1
-0.28,-5.63,8.24,19.87,42.96,-7.84
-1.04,-5.42,8.27,20.17,19.73,8.26
-0.9,-5.44,8.27,25.96,0.1,21.55
-1.43,-4.86,8.52,21.03,-8.68,24.05
-1.48,-3.87,8.58,15.48,-1.25,9.42
-0.61,-3.5,8.91,5.23,13.63,-5.77
-0.26,-3.12,9.27,3.16,8.94,-2.47
-0.28,-2.71,9.67,1.64,-16.67,7.46
0.28,-2.42,9.52,-2.27,-27.77,6.85
0.98,-2.06,9.7,-11.66,-8.5,-2.23
1.12,-2.5,8.99,-14.46,8.88,-5.58
0.64,-2.48,8.6,-15.01,-1.92,0.39
0.47,-2.6,8.06,-8.61,-13.93,9.23
0.5,-2.3,8.2,-4.46,-14.96,10.64
-0.91,-2.14,8.77,2.85,12.84,9.72
-0.79,-2.27,8.68,6.94,7.72,10.21
-0.87,-2.09,8.82,5.66,5.46,8.14
-0.73,-2.09,8.64,2.31,1.99,4.78
-0.74,-2.06,8.67,0.66,-5.39,6.31
-0.98,-2.04,8.83,-0.25,-12.34,8.68
-1.01,-2.18,9,-3.18,-19.9,3.93
-0.78,-1.91,9.11,-10.62,-25.45,-0.22
-0.51,-2.01,8.9,-13.55,-27.89,-2.9
-0.38,-2.12,8.89,-10.99,-27.4,2.28
-0.4,-2.22,8.76,-8.12,-23.07,8.44
-0.6,-2.11,8.61,-7.15,-20.21,7.28
-1.2,-2.71,11.02,-2.94,-27.89,9.78
-1.1,-2.3,9.08,-6.05,-14.42,1.12
-0.45,-2.36,8.69,-5.62,-12.22,4.96
-0.43,-2.34,8.51,-1.54,-14.78,6.31
-0.29,-2.26,8.85,-0.01,-11.98,5.21
-0.2,-2.12,9.06,-3.12,-5.64,3.56
-0.25,-2.33,8.77,-3.49,-4.05,3.93
-0.51,-2.4,8.6,-0.5,-8.75,5.27
-0.49,-2.43,8.56,1.21,-11.61,6.12
-0.52,-2.44,8.53,2.12,-8.44,3.68
-0.55,-2.5,8.44,1.21,-5.82,1.25
-0.55,-2.68,8.48,3.22,-6.92,2.16
-0.47,-3.25,8.66,4.5,-11.85,3.32
-0.43,-3.51,8.85,5.9,-15.57,7.65
-0.57,-3.69,9.1,6.82,-13.44,10.88
-1.31,-3.98,9.56,2.31,-4.66,12.83
-2.23,-4.71,9.65,-7.45,-6.49,9.54
-2.57,-6.34,8.86,-13.3,-8.93,6.55
-2.81,-8.05,7.54,-18.24,-7.1,4.84
-3.12,-8.8,6.37,-14.46,-1.73,0.09
-3.84,-9.21,6.24,-5.32,-14.17,-1.07
-3.47,-9.19,6.95,-1.11,-36.31,-2.6
-2.12,-9.32,7.74,-1.66,-19.23,-10.95
-1.63,-8.96,8.68,-5.25,18.69,-22.47
-1.71,-8.43,9.03,-7.02,58.14,-32.23
-2.59,-8.38,8.98,-9.46,80.28,-38.27
-3.69,-8.82,8.71,-5.5,32.29,-28.27
-3.37,-8.92,7.82,9.93,-33.87,-21.13
-0.72,-7.71,7.78,31.27,15.83,-33.88
-1.67,-5.19,9.36,23.77,116.44,-57.47
-4.79,-3.09,11.04,-23.67,97.47,-68.39
-3.96,-3.44,7.94,-45.5,45.46,-57.29
-3.8,-2.82,5.6,-4.04,-86.67,-9
0.1,-0.98,5.01,48.46,-81.06,-16.8
3.4,2.43,6.87,75.78,80.22,-24.49
0.95,5.29,7.69,64.01,199.85,-24.06
-3.14,6.98,5.8,69.5,156.44,-0.34
-3.54,6.31,7.5,98.89,11.25,18.99
-2.34,8.73,5.18,152.67,-63.32,16.67
-0.22,12.64,9.78,158.4,0.4,-9
-1.67,14.21,14.24,127.37,77.66,-21.01
-3.59,10.24,15.31,62.92,-1.79,-46.25
-0.3,5.12,14.04,-6.78,-176.24,-72.41
7.23,2.22,12.27,-43.61,-214.9,-53.02
9.31,-0.11,8.46,-31.66,-37.1,10.57
3.12,0.87,7.85,-5.74,117.53,40.03
-3.98,1.59,7.37,-11.17,99.24,40.63
-5.8,1.27,6.31,-12.33,18.57,13.01
-4.18,0.86,6.04,-2.39,-24.42,-9.61
-2.43,0.82,7.12,8.53,-38.32,-21.44
-0.96,0.54,8.48,10.29,-34.54,-17.84
-0.28,0.47,9.46,2.55,-21.98,-3.88
-0.5,0.51,10.09,-7.63,-5.7,14.54
-1.68,-0.06,9.77,-12.02,-1.06,17.89
-2.4,-0.38,9.06,-10.93,-1.18,14.11
-2.52,-0.52,8.62,-3.61,0.4,2.95
-2.44,-0.71,8.51,4.93,0.04,-7.05
-1.93,-0.5,8.37,11.51,1.74,-10.34
-1.31,0.04,9.43,-1.47,-9.9,0.03
-0.88,-0.72,9.02,-8.79,-15.21,8.26
-0.94,-0.49,9.12,-8.18,-8.87,9.17
-1.05,-0.88,8.61,-6.66,0.95,7.95
-1.12,-1.03,8.07,2.85,18.39,4.84
-1.35,-0.84,8.25,10.17,24.85,2.04
-1.88,-0.57,8.38,10.72,18.02,5.09
-2.47,0.17,9.09,-2.82,-2.95,11.18
-2.52,-0.44,8.7,-13.12,-19.23,8.32
-2.18,-0.69,8.18,-9.83,-23.38,3.81
-1.51,-0.74,8.11,-2.75,-12.16,0.27
-1.63,-0.82,8.12,6.39,0.28,-1.44
-1.75,-0.81,8.5,10.11,-0.03,-0.65
-1.91,-0.22,9.01,6.03,-3.75,5.57
-2.12,-0.06,9.09,-2.88,-8.99,8.75
-2.17,-0.48,8.6,-5.44,-11,6.92
-2.15,-0.67,8.5,-0.68,-5.88,2.4
-1.96,-0.53,8.83,5.23,-4.9,0.94
-1.6,-0.6,8.99,8.04,-2.34,2.22
-1.89,-0.18,9.19,5.05,-6.49,5.03
-1.96,-0.05,9.55,-7.27,-13.01,9.17
-1.94,-0.39,9.28,-13.24,-11.12,6.06
-1.69,-0.64,8.74,-9.58,-2.53,4.29
-2,-0.59,8.44,-3.97,-1.37,3.68
-1.94,-0.65,8.67,0.35,-4.29,0.39
-1.55,-0.7,8.7,2.06,-4.78,4.48
-1.62,-0.56,8.48,4.44,0.22,8.44
-2.12,-0.28,8.67,3.1,2.78,9.35
-2.34,-0.2,8.91,0.35,0.83,5.21
-2.45,-0.44,8.48,0.72,-6.31,0.03
-2.03,-0.57,8.24,4.32,-8.75,-3.15
-1.88,-0.34,8.66,4.38,-8.26,1.61
-1.67,-0.28,9.08,-1.47,-12.34,10.21
-1.69,-0.26,8.87,-4.22,-8.01,12.77
-1.65,-0.4,8.4,-2.15,5.83,9.05
-1.99,-0.38,8.29,2.61,11.56,8.01
-2.53,-0.32,8.27,5.42,0.71,6.25
-2.45,0.13,8.75,3.22,-8.87,8.07
-2.32,0.37,9.29,-8.49,-16.92,11.43
-2.15,-0.12,8.88,-10.8,-15.15,10.33
-1.86,0.13,9.32,-9.52,-11.49,10.03
-1.83,0.32,9.45,-10.93,-10.57,8.81
-1.92,0.78,9.49,-14.34,-9.9,7.4
-2.2,1.51,9.47,-18.97,-17.1,4.84
-2.06,1.47,8.8,-20.56,-31.37,-6.32
-1.12,1.6,8.77,-11.23,-43.26,-16.13
-0.43,2.45,9.57,-1.54,-45.03,-13.02
-0.25,3.82,10.3,-2.02,-22.04,-6.68
-0.64,5.43,10.95,-11.72,8.51,-2.41
-1.32,7.01,10.71,-22.45,21.44,3.44
-1.35,7.34,11.35,-44.03,9.24,-3.15
-0.56,8.65,11.23,-73.3,-6.06,6.12
-0.18,7.97,9.95,-96.35,-10.76,31.49
-0.39,6.9,8.72,-98,6.32,37.71
-1.38,5.88,8.47,-109.28,2.29,41.67
-1.45,5.21,7.73,-117.27,-32.16,42.53
-0.64,3.56,7.88,-111.96,-79.6,67.89
-1.02,2.46,7.69,-105.74,-108.44,98.44
-1.43,1.02,6.81,-93.18,-89.29,101.06
-1.67,-1.44,7.48,-88.06,-73.56,81.85
-0.76,-3.54,7.59,-80.07,-74.9,83.07
-0.95,-5.42,7.34,-73.06,-64.72,88.93
-2.13,-6.59,6.46,-57.63,-46.67,80.27
-3.55,-6.92,6.38,-56.05,-37.1,62.77
-4.21,-8.56,6.05,-38.79,-33.14,46.49
-4.79,-10.23,5.4,-27.27,-25.21,33.93
-5.41,-10.47,5.36,-11.72,-15.03,14.66
-5.08,-10.92,4.93,-2.63,-47.77,8.26
-4.19,-11.05,5.02,13.04,-73.62,15.94
-3.23,-9.9,5.86,18.1,-64.05,12.83
-0.65,-1.73,6.67,0.72,0.4,7.1
-0.66,-2.47,8.71,6.39,5.04,8.01
-0.66,-2.12,9.06,2.92,4.06,5.94
-0.78,-2.22,9.04,-0.19,-2.59,5.51
-0.85,-2.27,8.99,-3.55,-10.45,6.92
-0.79,-2.39,8.82,-7.27,-12.83,6.12
-0.71,-2.36,8.84,-14.77,-15.76,4.96
-0.74,-2.58,8.73,-16.78,-21.67,4.84
-0.72,-2.47,8.85,-16.05,-27.83,3.32
-0.52,-2.35,8.66,-14.52,-28.62,3.68
-0.55,-1.69,10.89,-6.29,-19.05,10.64
-0.2,-2.24,8.54,-12.94,-9.17,3.2
-0.41,-2.8,8.77,-9.4,-12.22,3.99
-0.45,-2.88,8.47,-6.17,-12.95,5.76
-0.46,-2.8,8.37,-2.08,-12.95,5.94
-0.43,-2.56,8.6,0.9,-9.23,3.5
-0.29,-2.54,8.63,0.9,-6.49,4.6
-0.37,-2.51,8.74,1.09,-6.18,4.35
-0.55,-2.6,8.7,-0.38,-8.44,4.35
