aX,aY,aZ,gX,gY,gZ
-5.42,-2.48,7.61,140.43,-57.46,21.53
-2.49,-1.85,9.15,151.1,-86.67,-6.39
1.19,-1.83,11.69,148.85,38.21,10.31
-1,-1.14,12.29,127.26,128.33,50.56
-4.79,-1.33,11.72,118.66,82.72,57.94
-6.67,-0.35,11.58,108.85,-23.32,35.99
-5.21,-0.13,11.72,102.63,-63.56,6.84
-2.58,0.3,12.43,100.8,11.13,-1.27
-3.38,0.8,13.95,81.65,60.1,11.11
-5.45,0.6,14.2,62.45,22.54,3
-5.15,1.07,13.36,43.3,-26.3,-12.67
-3.5,0.78,12.66,31.84,-29.9,-21.58
-2.2,0.56,12.3,19.34,6.93,-20.66
-2.29,0.35,11.81,9.09,30.89,-10.42
-3.16,0.25,11.06,1.78,20.95,-8.34
-2.27,0.26,7.94,-10.18,25.4,-17.31
-2.25,-0.45,8.73,2.32,20.59,-21.27
-2.29,-0.07,8.77,0.01,25.83,-25.05
-2.44,0.03,8.69,-2.92,20.71,-27.12
-2.33,0.06,8.61,-8.29,17.11,-26.27
-2.28,0.04,8.88,-13.96,12.05,-24.75
-2.12,0.25,8.54,-20.42,8.21,-22.86
-2.4,0.81,8.77,-31.52,9.24,-21.39
-2.49,1.04,8.65,-45.18,10.71,-19.75
-2.32,0.32,8.57,-50.66,13.33,-18.47
-2.36,-0.28,8.4,-45.97,13.88,-19.26
-2.29,-0.36,8.49,-41.21,11.26,-17.49
-2.16,-0.43,8.6,-38.41,13.21,-15.84
-1.2,-0.16,8.45,-29.99,19.12,-5.66
-2.19,0.31,8.23,-33.83,15.34,-9.75
-2.54,-0.11,9.01,-33.89,14.55,-10.05
-2.35,-0.51,8.81,-29.75,18.51,-12.12
-2.4,-0.37,8.65,-26.09,21.26,-12.43
-2.52,-0.38,8.78,-23.47,20.1,-14.5
-2.42,-0.35,8.86,-22.31,18.63,-15.23
-2.52,-0.39,8.58,-21.09,19.61,-17.49
-2.57,-0.41,8.75,-18.77,21.99,-20.72
-2.61,-0.33,9.27,-20.6,19.61,-21.39
-2.66,-0.19,9.54,-26.03,18.63,-20.84
-2.47,-0.14,9.82,-34.26,20.04,-18.22
-2.55,-0.24,9.99,-37.8,21.01,-16.88
-2.75,-0.43,9.88,-41.15,23.45,-18.71
-2.89,-0.41,10.11,-43.41,25.83,-20.6
-2.96,-0.52,10.2,-47.74,26.74,-24.2
-2.98,-0.54,10.64,-51.46,25.04,-26.27
-3.03,-0.55,10.67,-59.08,22.66,-26.39
-2.91,-0.58,10.72,-67.13,23.69,-29.62
-2.89,-0.89,10.69,-71.27,25.34,-30.72
-2.73,-0.86,10.77,-74.57,25.77,-29.69
-2.7,-1.03,11.02,-81.58,27.9,-30.42
-2.89,-0.86,11.23,-88.04,25.83,-26.09
-2.84,-1.12,10.76,-97.74,31.87,-26.33
-2.89,-1.28,10.77,-103.1,36.99,-26.82
-3.03,-1.73,10.38,-110.24,39.73,-28.95
-3.07,-1.73,10.33,-113.47,37.17,-30.54
-3.02,-1.9,10.56,-118.65,41.13,-34.08
-2.97,-1.92,11.03,-122.92,50.22,-34.01
-2.94,-2.14,10.82,-132.25,53.63,-33.95
-3.01,-2.35,10.39,-139.56,48.57,-35.11
-2.8,-2.63,9.6,-145.24,49,-33.1
-2.57,-3.12,8.82,-149.38,57.48,-35.29
-2.46,-3.24,8.18,-150.11,70.4,-34.87
-2.56,-3.23,8.3,-151.7,80.16,-30.9
-2.71,-3.55,7.47,-157.55,79.55,-27.98
-3.18,-3.71,7.02,-155.3,75.16,-26.39
-3.52,-4.36,6.65,-155.97,72.6,-30.66
-3.5,-4.48,5.92,-155.84,63.39,-35.54
-3.35,-4.66,5.35,-156.33,64.91,-39.75
-3.21,-4.71,5.03,-154.32,65.1,-40.48
-3.21,-4.99,4.86,-152.8,64.91,-40.78
-3.14,-5.1,3.92,-154.26,62.6,-40.84
-3.12,-5.73,3.29,-150.66,61.01,-40.97
-3.27,-5.61,2.76,-148.89,51.07,-40.84
-3.09,-6.08,2.16,-146.21,37.11,-39.32
-2.96,-6.27,1.65,-140.17,22.9,-36.94
-3.01,-6.63,1.44,-134.08,28.82,-37.06
-2.96,-6.59,1.21,-131.45,38.02,-37.43
-2.83,-6.91,0.78,-127.67,47.9,-34.69
-2.97,-7.09,0.42,-120.91,51.74,-28.83
-3.26,-7.56,0.5,-112.49,42.6,-25.29
-3.55,-7.36,0.43,-111.27,24.06,-24.87
-3.6,-7.73,-0.05,-111.76,15.77,-27.19
-3.08,-7.98,-0.43,-104.69,22.66,-26.76
-3,-8.12,-0.51,-99.56,39.24,-24.93
-3.25,-8.27,-0.3,-92.8,57.72,-19.2
-3.74,-8.16,-0.57,-94.14,61.68,-20.17
-4.11,-8.59,-1.06,-86.76,54.24,-21.7
-4.49,-8.46,-1.23,-85.54,35.04,-27.06
-4.2,-8.62,-2.01,-82.37,11.44,-32.92
-3.71,-8.69,-2.49,-77.61,-6.67,-33.95
-3.13,-8.93,-2.79,-68.16,-5.88,-31.09
-2.75,-8.83,-3.28,-62.92,6.01,-27.55
-2.75,-8.98,-3.34,-54.02,25.16,-23.89
-3.07,-8.99,-3.47,-47.07,35.34,-22.55
-3.35,-9.05,-3.52,-38.83,30.46,-19.81
-3.52,-9.02,-3.45,-32.13,17.96,-22.49
-3.18,-9.04,-3.28,-24.63,10.52,-23.1
-2.74,-9.08,-2.69,-17.98,15.28,-19.87
-2.61,-9.1,-2.27,-13.41,25.16,-14.87
-2.9,-9.09,-2.01,-11.52,34.79,-12.19
-3.39,-9.2,-1.63,-8.35,33.76,-11.09
-3.68,-9.33,-1.35,-6.4,24.91,-13.04
-3.65,-9.32,-1.04,-4.08,16.32,-15.29
-3.42,-9.24,-0.68,-3.59,12.72,-16.58
-3.17,-9.27,-0.46,-5.11,17.66,-14.75
-3.3,-9.16,-0.48,-8.41,23.63,-12
-3.73,-9.17,-0.73,-10.18,25.22,-13.77
-3.77,-9.26,-0.88,-10.79,20.46,-15.36
-3.77,-9.17,-1.26,-10.36,14.3,-17.12
-3.57,-9.32,-1.62,-6.21,11.5,-16.39
-3.44,-9.13,-1.61,-3.1,11.87,-16.51
-3.07,-9.14,-1.66,-0.24,18.57,-16.27
-2.92,-9.18,-1.65,3.06,26.93,-13.89
-2.94,-9.05,-1.37,7.63,31.01,-9.44
-3.05,-9.05,-1.5,10.31,31.13,-6.7
-3.34,-8.94,-1.47,14.28,24.43,-4.56
-3.37,-8.92,-1.61,16.23,9.67,-6.94
-3.16,-9,-1.3,21.35,1.32,-5.6
-3.05,-8.84,-1.12,23.42,1.2,-2.31
-3.32,-8.74,-0.63,28.06,6.44,0.62
-3.46,-8.84,-0.65,30.8,10.28,1.72
-3.62,-8.51,-0.45,31.71,9.73,-0.23
-3.71,-8.49,-0.27,33.42,3.51,-1.76
-3.61,-8.56,-0.95,34.34,-9.78,-4.62
-3.4,-8.71,-1.12,42.02,-22.4,-2.67
-3.28,-8.48,-0.8,50.92,-29.05,0.25
-2.85,-8.09,-0.33,54.52,-17.22,0.44
-2.86,-8.05,0.56,61.1,-1.06,7.08
-3.74,-7.76,0.77,58.42,-6.12,6.11
-3.98,-7.83,0.73,60.74,-23.62,3.73
-3.5,-7.7,1.06,66.41,-29.11,1.53
-2.83,-7.41,1.5,70.86,-5.76,3.73
-2.35,-7.36,1.6,77.69,38.27,11.17
-3.25,-7.22,2.28,80.01,54.3,19.64
-4.78,-6.82,2.73,78.6,23.63,19.58
-5.12,-6.71,2.4,70.92,-24.41,7.27
-3.82,-6.9,2.34,75.92,-43.32,1.6
-2.75,-6.7,2.53,81.9,-21.85,6.72
-3.14,-6.24,3.37,85.62,4.06,13.97
-4.73,-5.73,4.3,86.53,-12.46,15.07
-5.23,-5.45,4.46,78.06,-59.48,7.08
-3.88,-5.52,3.98,74.09,-83.56,-0.66
-2.46,-5.51,3.62,77.51,-52.58,-0.36
-2.57,-5.19,4.32,80.43,-17.77,6.84
-3.94,-4.65,4.88,79.09,-30.57,9.46
-4.49,-4.56,4.86,80.98,-76.43,5.38
-3.11,-4.19,4.77,90.8,-85.33,-3.53
-1.67,-3.11,5.98,94.46,-23.68,-0.36
-2.87,-3.02,7.61,84.27,7.78,8.91
-4.68,-3.18,7.61,80.8,-23.62,7.2
-4.77,-3.41,6.85,87.32,-83.07,-6.51
-1.51,-2.95,7.22,103.42,-45.33,-12.92
-1.29,-2.56,8.36,104.82,29.49,2.39
-3.81,-1.91,9.49,87.14,15.95,9.4
-4.93,-2.44,8.37,78.18,-61.24,5.74
-2.04,-0.82,8.79,17.56,-4.5,-9.82
-1.04,-0.76,9.06,19.02,1.6,-12.14
-1.12,-0.45,9.26,17.5,1.3,-13.48
-0.65,-0.5,9.18,13.47,4.53,-6.59
-0.49,-0.34,8.99,6.77,12.15,1.34
-0.56,-0.55,8.56,7.68,15.93,7.19
-1.14,-0.5,8.81,7.07,10.44,4.63
-1.31,-0.8,8.71,5.49,2.82,-0.79
-1.08,-0.62,8.84,1.22,-0.17,-7.2
-1.15,0.11,9.21,-8.66,-0.78,-9.57
-0.89,0.28,9.13,-11.83,0.5,-11.71
-2.24,19.6,10.14,-92.26,6.3,-6.28
-1.43,-0.71,9.17,-3.23,2.15,8.35
-1.03,-0.63,9.17,3.47,3.13,10.67
-0.97,-0.62,8.98,10.97,2.7,8.17
-1.11,-0.58,9.27,17.07,1.85,2.56
-1.18,-0.54,9.07,20,0.14,-1.71
-1.11,-0.53,9.16,20.73,2.27,-7.5
-1.05,-0.41,9.26,19.63,1.48,-9.51
-0.88,-0.12,9.23,17.56,-2.67,-6.65
-0.88,-0.19,9.13,9.08,-1.75,-4.88
-0.96,-0.09,9.19,8.29,1.11,-2.26
-1.05,-0.18,9.33,2.8,3.25,-2.38
-1.13,-0.28,9.1,0.06,4.1,-3.96
-1.07,-0.6,9.24,2.99,-0.65,-5
-0.79,-0.19,9.12,4.39,-6.45,-3.05
-1.06,-0.22,9.55,2.92,-8.03,-4.94
-1,0,9.45,-1.83,0.26,-5.85
-1.07,0.35,10.14,-2.26,-0.47,-3.42
-1.25,-0.01,10.49,-7.81,-2.85,-1.59
-1.13,0.03,10.93,-12.38,-5.47,0
-1.14,-0.03,11.09,-17.81,-3.58,-0.06
-1.28,-0.1,11.15,-24.58,-4.86,-1.4
-1.31,-0.03,11.32,-28.23,-9.13,-2.5
-1.3,0.13,11.5,-37.81,-5.9,-6.59
-1.08,0.19,11.78,-50,-0.65,-5.18
-1.03,-0.09,11.44,-56.89,4.1,-3.84
-1.21,-0.63,11.11,-62.56,4.35,-4.57
-1.39,-0.51,10.93,-66.59,-5.23,-5.79
-1.19,-0.84,10.7,-72.38,-4.43,-8.9
-1.24,-0.88,10.65,-79.39,1.11,-12.38
-1.13,-1.01,10.74,-88.42,4.22,-13.29
-1.06,-1.42,10.45,-92.07,4.16,-12.07
-0.82,-1.6,9.95,-98.72,2.82,-4.76
-0.79,-2.01,9.76,-101.65,3.55,0.73
-0.68,-2.27,9.58,-106.16,3.74,3.41
-0.84,-2.15,9.5,-113.72,6.6,3.29
-1.01,-2.6,9.18,-116.28,11.24,2.5
-1,-2.69,9.31,-117.87,10.32,-3.17
-0.63,-3.24,8.91,-122.93,18.55,-2.26
-0.3,-3.38,8.62,-121.89,30.32,4.15
-0.72,-3.49,8.48,-123.6,28.92,10.06
-1.09,-3.52,8.33,-128.78,24.41,16.1
-1.18,-3.97,7.84,-132.93,24.1,15.85
-1.31,-4.24,7.56,-132.68,24.35,13.47
-1,-4.7,6.45,-136.83,35.81,6.16
-1,-5.04,6.28,-129.45,42.46,3.41
-1.05,-5.1,5.89,-125.18,40.75,8.96
-1.52,-5.21,5.57,-122.07,33.61,10.79
-1.64,-5.53,4.66,-119.27,25.87,8.47
-1.61,-5.91,4.48,-114.15,26.18,6.58
-1.58,-6.11,4.04,-111.28,23.98,5.97
-1.73,-6.21,3.86,-106.77,21.85,9.63
-1.99,-6.38,3.6,-105.67,20.2,9.63
-2.28,-6.72,3.12,-106.22,22.94,8.11
-2.29,-7,2.51,-100,23.74,7.68
-2.41,-7.19,2.01,-98.48,25.75,8.35
-2.86,-7.39,2.12,-92.75,21.91,3.05
-3.24,-7.4,2.17,-88.96,6.6,-3.23
-2.62,-7.85,1.75,-86.34,0.02,-7.56
-2.16,-8.15,1.49,-79.82,-0.9,-6.46
-1.97,-8.27,1.09,-71.65,2.82,-0.73
-2.17,-8.12,0.7,-69.51,12.33,-0.55
-2.31,-8.42,0.34,-66.04,20.81,0
-2.53,-8.79,-0.07,-60.73,23.55,-1.65
-2.58,-9.08,-0.35,-52.87,21.85,-2.81
-2.68,-9.25,-0.26,-41.16,23,1.04
-2.58,-9.21,-0.93,-36.95,19.53,-1.53
-2.77,-9.24,-1.3,-23.23,9.22,0.24
-2.45,-9.6,-1.74,-12.99,6.42,-0.12
-2.12,-9.43,-1.89,-3.23,7.88,4.15
-2.17,-9.49,-2.29,8.78,12.21,8.84
-2.41,-9.24,-2.05,23.47,13.37,12.25
-3.01,-9.1,-2.02,34.02,3.61,12.93
-3.17,-9.32,-2.21,46.28,-8.15,8.54
-2.93,-9.14,-1.69,59.33,-22.24,7.62
-2.75,-8.96,-1.12,67.07,-32.3,11.22
-2.95,-8.56,-0.64,75.48,-37.24,14.14
-2.74,-8.51,-0.02,82.74,-30.84,12.38
-2.7,-8.04,0.66,89.39,-24.86,10.43
-2.73,-7.89,1.36,89.45,-18.82,8.35
-2.96,-7.97,1.53,88.05,-20.35,2.62
-2.84,-7.68,2.2,87.98,-20.59,-0.55
-2.71,-7.64,2.57,88.35,-17.48,-4.21
-2.36,-7.54,2.81,90.67,-7.12,-3.29
-2.33,-7.46,3,89.69,6.24,-0.79
-2.89,-7.06,3.34,85.97,1.36,-0.43
-3.05,-6.85,3.29,81.77,-15.84,0.67
-2.85,-7.15,3.21,81.89,-27.67,-3.11
-2.63,-7.03,3.47,87.92,-27.48,-0.31
-2.85,-7,3.63,95.67,-29.01,-1.46
-2.68,-6.62,3.76,102.92,-30.59,-1.04
-3.07,-5.89,4.74,107.8,-35.04,-0.73
-3.45,-5.68,5.39,100.67,-55.65,-6.83
-2.45,-5.35,5.9,97.68,-57.42,-11.4
-0.94,-5.27,6.43,96.89,1.66,-9.51
-2.28,-5.22,6.7,91.95,21.66,-4.64
-3.78,-5.43,5.83,95.85,-24.07,-3.96
-3.33,-5.33,5.26,102.74,-74.37,-15.31
-0.54,-4.51,6.36,109.63,-28.95,-20.55
-0.29,-3.86,7.3,91.89,23,-5.79
-2.3,-4.34,6.74,88.66,4.59,3.84
-2.98,-4.03,6.17,97.62,-51.2,0.06
-1.04,-3.51,6.87,105.18,-50.96,-12.01
0.12,-2.8,8.65,99.14,8.07,-7.32
-1.26,-3.06,8.96,85.36,25.5,2.62
-2.4,-3.48,7.55,87.19,-7.67,6.77
-2.46,-3.84,6.59,99.57,-59.01,0.91
-0.48,-2.95,7.26,112.92,-43.28,-10.37
0.39,-2.01,9.27,111.09,6.91,0.49
-1.58,-2.14,9.83,97.98,4.77,9.33
-2.47,-2.47,8.55,99.33,-41.14,11.28
-1.1,-2.83,7.14,114.02,-61.57,-0.49
0.18,-1.38,9.59,115.85,-7.3,3.96
-1.04,-1.2,10.76,109.75,17.21,16.52
-3.42,-0.97,11.36,104.02,-26.87,14.69
-2.91,-0.66,11.65,100.18,-63.76,-2.81
-0.8,-0.4,12.89,92.86,-36.45,-5.61
-0.66,-0.2,13.74,79.63,1.91,2.13
-1.87,-0.32,13.04,62.98,-4.86,11.89
-1.73,-0.48,12.14,65.85,-29.19,11.34
-1.11,-0.23,11.54,55.61,-33.76,3.78
-0.55,-0.06,11.55,46.77,-9.98,-1.46
-0.98,-0.16,11.14,36.58,-1.2,2.74
-1.62,-0.54,9.99,37.5,-17.6,4.08
-1.21,-0.42,9.39,36.52,-29.37,1.65
-0.5,0.06,9.83,37.31,-16.81,-0.18
-0.58,0.52,10.85,27.25,5.02,-1.16
-0.91,0.5,10.94,11.03,15.26,1.77
-1.09,0.44,10.22,5.73,14.16,5.12
-2.3,0.03,8.25,8.11,3.55,0.97
-2.08,-0.29,8.85,7.07,11.3,-5.06
-1.92,0.08,8.89,4.51,5.2,-9.88
-1.66,-0.15,8.78,0.61,2.27,-9.15
-1.84,0,9.06,-5.25,-2.54,-7.93
-1.69,0,9.01,-9.15,-7.97,-6.59
-1.9,-0.06,9.09,-13.84,-11.93,-8.17
-1.84,0.43,9.15,-18.11,-11.57,-10.06
-1.67,-0.09,8.95,-18.23,-13.03,-10.37
-1.64,-0.27,9,-15.92,-13.34,-11.04
-2.71,-2.3,9.72,-12.62,-13.89,3.41
-1.81,-0.17,9.35,-16.59,-7.97,-2.01
-1.46,0.04,9.86,-18.17,5.14,-0.25
-1.58,-0.12,9.89,-19.03,9.1,-0.61
-1.78,-0.3,9.99,-14.45,5.02,-1.34
-1.8,-0.15,10.3,-14.51,-2.12,-3.17
-1.85,-0.28,10.63,-19.39,-6.39,-6.59
-1.62,-0.03,11.14,-28.48,-7.67,-4.88
-1.43,-0.17,11.24,-37.68,-0.78,-4.39
-1.61,-0.27,11.4,-46.22,9.65,-6.59
-1.75,-0.51,11.46,-52.5,6.6,-7.14
-1.96,-0.33,11.7,-62.44,-0.29,-9.39
-1.75,-0.56,11.78,-72.99,-0.9,-11.83
-1.55,-0.65,12,-81.4,5.14,-10.61
-1.67,-0.62,12.27,-96.1,7.7,-11.77
-1.57,-1.05,11.98,-105.37,5.38,-11.59
-1.45,-1.24,11.88,-110.67,1.91,-7.93
-1.44,-1.33,11.96,-117.01,0.93,-6.16
-1.37,-1.31,11.85,-122.56,2.03,-4.03
-1.55,-1.54,11.48,-127.07,0.81,-2.5
-1.31,-2.24,10.62,-131.95,4.16,-3.72
-1.16,-2.17,10.03,-141.4,14.71,-3.29
-1.34,-2.99,9.28,-143.96,20.75,-1.65
-1.32,-3.18,8.48,-144.15,21.6,2.44
-1.46,-3.35,7.71,-144.39,20.08,2.56
-1.69,-3.42,7.35,-144.27,23.92,-0.67
-1.43,-3.96,6.71,-146.4,29.47,-1.46
-1.66,-3.93,6.61,-147.68,34.65,-1.22
-1.71,-4.38,5.83,-146.1,31.05,-0.43
-1.97,-4.66,5.04,-144.7,9.83,-0.85
-1.83,-5.04,4.2,-137.87,-3.52,-1.89
-1.32,-5.7,3.37,-130.67,-5.41,-1.28
-1.56,-5.17,3.36,-125.25,-3.64,1.28
-1.37,-5.73,3.07,-121.46,10.44,-0.06
-1.1,-6.15,2.58,-115.49,26.42,3.96
-1.55,-6.07,2.61,-115.37,33.13,9.27
-2.14,-6.59,2.1,-113.29,31.11,12.38
-2.45,-6.92,1.13,-106.4,23.68,7.8
-2.28,-7.5,0.69,-93.84,26.3,3.72
-2.1,-7.57,0.8,-83.9,28.86,2.62
-2.31,-7.62,0.96,-77.2,27.7,5.55
-2.88,-7.92,0.68,-76.4,21.85,5.91
-2.66,-8.31,0.09,-72.75,15.44,5.67
-2.86,-8.55,-0.55,-65.61,13.25,3.23
-2.77,-8.58,-0.66,-51.53,6.54,2.38
-2.65,-8.71,-0.72,-43.97,6.18,-0.43
-2.9,-8.68,-0.6,-35.92,4.9,-0.18
-2.91,-8.92,-0.69,-28.78,1.48,0.06
-3.1,-9.13,-0.92,-19.39,-0.47,-0.73
-2.72,-9.05,-1.12,-13.84,-3.95,-5.06
-2.33,-9.2,-1.23,-4.88,-5.84,-3.96
-2.36,-9.28,-1.23,5.67,-6.08,-0.85
-2.63,-9.28,-1.17,15.12,-7.67,-0.12
-3.04,-9.19,-1.32,24.81,-13.82,-3.42
-2.85,-8.87,-1.36,32.01,-16.63,-10.73
-2.33,-8.98,-1.22,40.61,-14.86,-9.15
-2.25,-9.21,-1.1,49.33,-8.09,-5.43
-2.58,-8.88,-0.54,61.83,-2.79,-2.32
-2.68,-8.83,-0.36,68.29,-7.73,-1.89
-2.72,-8.57,-0.34,75.18,-18.95,-1.95
-2.47,-8.57,-0.26,83.11,-28.34,-1.1
-2.51,-8.16,0.03,91.09,-32.97,-2.38
-2.42,-7.87,0.55,96.76,-37.85,-5.73
-2.28,-7.58,0.85,100.79,-39.01,-9.7
-2.25,-7.41,1.3,109.2,-41.93,-8.29
-1.97,-7.18,1.57,114.33,-47.97,-8.23
-1.75,-6.89,1.59,115.91,-57.06,-3.78
-1.8,-6.38,1.09,120.3,-73.76,-3.78
-1.51,-5.97,1.12,130.85,-81.81,-9.45
-1.16,-5.62,2.45,147.25,-75.35,-14.15
-0.57,-4.87,4,151.95,-49.43,-17.62
-0.21,-4.39,5.01,140.85,-26.14,-7.26
-1.2,-4.57,4.33,134.51,-31.99,-5.18
-1.16,-4.2,4.25,139.02,-41.26,-10.37
-0.3,-4.15,4.68,153.53,-34.01,-13.29
0.2,-3.67,5.97,160.48,-15.9,-6.46
-0.77,-2.82,6.63,157.37,-12.91,-4.82
-1.56,-2.99,6.69,156.76,-41.32,-4.33
-0.7,-2.29,7.39,159.51,-63.7,-10.73
1.48,-1.63,8.94,153.29,-7.3,-11.77
0.52,-1.38,10.02,145.12,32.15,7.8
-2.09,-1.73,10.33,149.69,-29.92,19.02
-1.59,-1.27,10.31,163.47,-96.26,6.04
1.49,-0.88,10.66,168.96,-59.19,-2.44
1.39,0.51,12.39,149.94,12.33,7.44
-1.09,0.51,12.41,124.57,17.88,7.86
-1.64,-0.15,11.55,116.34,-15.9,3.29
-0.72,0.11,11.58,116.64,-32.24,-4.09
1.11,0.73,13.32,111.28,6.91,1.71
0.18,1.27,14.44,84.69,43.07,10.18
-1.58,1.06,13.93,66.46,19.89,10.91
-2,0.7,12.99,54.14,-17.3,4.82
-1.38,0.76,12.65,51.46,-29.49,-5.67
0.03,0.75,13.22,44.69,1.42,-8.6
-0.4,0.73,13.04,31.83,18.07,-0.18
-1.33,0.47,11.94,19.69,4.16,-3.05
-1.1,0.29,11,14.94,-18.7,-3.54
-0.4,0.11,10.51,14.45,-16.02,-4.88
-0.2,0.25,10.29,7.92,5.93,-4.51
-0.53,-0.03,9.89,5.36,12.09,-1.71
-0.98,0.11,9.57,5.73,9.29,-2.07
-1.04,0.14,9.51,2.68,-1.87,-3.42
-0.23,-0.02,9.33,3.66,-0.41,-6.4
-0.59,0.19,9.3,4.2,-0.41,-2.81
-0.61,0.14,9.13,-2.75,0.08,-2.38
-0.71,0.16,8.92,-0.61,4.59,-3.35
-0.65,-0.02,8.66,3.29,2.94,-4.33
-0.65,0.09,8.68,7.01,-2.36,-2.32
-0.38,0.11,8.63,5.97,-1.32,-2.38
-0.42,0.19,8.96,2.92,1.24,0.79
-0.92,0.31,8.98,0,2.76,-1.4
-0.66,0.12,8.82,2.01,5.2,-2.81
-0.66,0.17,8.82,2.68,4.65,-1.95
-0.58,0.06,8.88,2.99,3.43,-0.55
-0.82,0.17,8.93,3.23,-1.87,0.67
-0.99,0.21,8.97,5.42,-8.7,-1.04
-0.88,0.12,8.77,5.73,-8.03,-3.72
-0.63,0.33,9.04,8.66,-0.71,-2.62
-0.54,0.28,9.21,5.42,5.99,-0.79
-0.78,0.21,9.07,3.47,2.76,1.77
-0.93,0.27,8.9,2.99,2.03,0.61
-0.83,0.11,8.88,3.17,1.6,0
-0.91,0.22,8.89,4.14,4.04,-1.28
-1.15,0.19,8.76,6.1,-0.9,-1.65
-1.17,0.18,8.78,7.74,-6.39,-2.26
-0.94,0.17,8.91,6.4,-6.93,-2.44
-0.82,0.41,9.22,6.16,0.69,-2.44
-0.82,0.3,9.24,3.96,2.76,-1.83
-0.97,0.4,9.08,3.9,2.94,-2.2
-1,0.29,9,3.96,-0.59,-4.15
-2.81,-0.04,9.27,1.34,5.81,-6.53
-1.55,-0.06,9.37,-1.04,0.69,-4.03
-1.29,0.39,9.58,-6.22,-3.15,-2.56
-1.27,0.41,9.78,-13.48,-3.58,-1.77
-1.13,0.33,10.12,-20.49,-2.48,0.24
-1.27,0.25,10.25,-27.81,0.44,0.36
-1.4,0.14,10.64,-35.06,2.64,-4.76
-1.49,0.27,10.68,-45.31,1.97,-9.7
-1.52,0.02,11.01,-49.7,-2.85,-11.16
-1.25,0.21,10.79,-51.71,-6.63,-7.01
-0.92,-0.29,11.26,-57.62,-1.87,-1.46
-2.99,-2.28,12.1,-64.94,6.6,7.62
-1.88,-0.2,11.68,-74.94,17.21,-6.28
-1.34,-0.71,11.89,-79.7,30.63,-5.67
-1.61,-0.67,12.22,-90.79,28.86,-6.16
-1.91,-1,11.8,-98.05,20.63,-6.83
-1.86,-1.5,11.18,-102.93,11.36,-6.95
-1.88,-1.72,11.02,-107.14,10.99,-10.85
-2.38,-1.45,12.01,-114.21,10.81,-13.66
-2.19,-1.58,11.6,-126.34,9.83,-15.73
-2.02,-2.01,11.43,-132.62,8.25,-14.45
-2.23,-2.38,11.15,-135.18,4.41,-12.99
-2.03,-2.74,10.02,-140.49,2.21,-15
-1.86,-2.8,9.33,-142.07,4.96,-18.48
-1.58,-3.15,8.87,-140.67,12.09,-18.29
-1.53,-3.15,8.31,-144.94,12.82,-15.92
-1.54,-2.96,8.7,-157.14,8.86,-13.84
-0.95,-3.68,7.65,-161.95,11.85,-7.68
-0.85,-3.79,6.74,-163.72,21.85,-5.92
-1.09,-4.15,6.18,-162.62,23.68,-4.51
-1.13,-4.33,5.93,-161.59,17.27,-1.4
-1.24,-4.27,5.69,-163.35,11.42,-1.95
-1.05,-4.28,5.44,-176.1,21.6,-1.95
-1.13,-4.71,4.8,-182.74,27.52,-0.85
-0.99,-5.05,3.7,-185.98,34.59,-2.2
-0.81,-5.93,2.76,-179.76,34.96,5
-1.56,-5.59,2.07,-173.72,23.61,5.73
-1.6,-6.17,1.48,-164.76,22.27,1.77
-1.46,-6.2,0.18,-163.48,24.47,-3.72
-1.33,-6.44,-0.75,-159.03,35.2,-1.65
-1.48,-7.01,-2.36,-151.71,29.04,7.13
-1.77,-7.49,-4.2,-135.85,18.8,6.04
-1.74,-8.05,-5.21,-110,11.66,8.47
-1.97,-8.64,-5.78,-83.17,-3.03,12.62
-2.33,-8.48,-6.07,-61.34,-13.64,9.02
-2.44,-8.58,-5.44,-36.28,-26.81,11.04
-2.09,-8.98,-5.01,-20.79,-21.32,9.02
-2.05,-9.21,-4.57,-0.49,-17.54,10.12
-2.43,-9.16,-4.05,12.44,-9.37,8.47
-2.63,-9.34,-3.52,23.96,-7.06,9.45
-2.87,-9.37,-2.85,38.35,-6.57,10.06
-3.06,-9.25,-2.53,49.2,-9.98,10.85
-3.53,-9.15,-2.25,56.03,-17.73,8.35
-3.65,-9.03,-1.81,67.8,-20.17,-0.31
-3.18,-9.04,-1.8,74.08,-16.14,-8.96
-2.86,-9.05,-1.75,79.14,-14.07,-10.98
-2.68,-8.81,-1.77,85.91,-21.99,-7.62
-2.71,-8.55,-1.86,93.23,-35.53,-6.46
-2.73,-8.22,-1.81,104.39,-43.28,-8.23
-2.28,-7.92,-1.57,112.25,-40.84,-12.38
-1.95,-7.6,-1.23,123.23,-30.35,-11.1
-1.82,-7.33,-0.72,132.62,-26.99,-7.75
-2.57,-6.61,-0.13,137.01,-44.31,-7.38
-2.43,-6.49,0.18,146.58,-69.01,-7.87
-1.5,-5.85,0.67,152.07,-66.38,-12.07
-1.03,-5.48,0.9,159.69,-36.39,-14.33
-1.45,-5.48,1.05,167.19,-26.02,-10.79
-2.31,-5.18,1.62,184.63,-62.18,-12.99
-1.08,-4.3,2.81,196.22,-78.34,-20.43
0.18,-3.03,4.31,192.37,-59.86,-18.29
0.47,-2.78,5.13,184.63,-15.9,-9.51
-0.69,-2.92,4.51,181.89,-6.02,-3.48
-1.14,-3.33,3.83,192.5,-41.2,3.41
-0.61,-2.97,3.43,217.5,-73.52,8.29
