aX,aY,aZ,gX,gY,gZ
4.01,-6.93,2.18,49.05,-44.29,-174.42
4.46,-7.03,2.1,47.77,-30.45,-171.68
4.67,-6.67,2.51,46.73,-12.04,-164
5.25,-6.91,2.44,44.96,-15.45,-155.95
5.44,-7.11,1.98,42.1,-30.64,-147.72
6.2,-7.02,2.56,36.24,-37.16,-139.55
6.83,-6.95,2.43,30.82,-18.32,-132.9
7.46,-7.11,2.25,37.04,2.23,-125.58
7.19,-7.26,2.07,43.07,4.18,-112.23
7.22,-7.59,1.96,49.42,-15.09,-109.06
8.24,-7.43,2.11,47.77,-29.84,-97.05
8.62,-7.35,2.16,44.54,-23.38,-83.39
8.49,-7.22,2.93,37.53,-5.15,-76.5
8.37,-7.28,2.89,35.45,3.45,-67.47
8.32,-8.12,2.64,36.12,1.99,-61.86
8.58,-7.89,2.49,42.53,-3.07,-52.23
8.73,-7.9,2.57,42.22,-4.48,-39.85
8.4,-8,2.87,47.22,2.41,-30.46
8.05,-8.02,3.25,41.55,13.39,-25.71
7.66,-7.88,3.58,30.09,24.61,-24.36
7.66,-8.18,3.35,24.23,11.74,-19
7.4,-8.14,2.98,21,4.49,-13.82
7.1,-8.06,3.12,18.93,2.35,-11.5
7.01,-7.89,2.96,17.28,5.77,-10.46
7.06,-8.04,2.94,17.4,7.66,-8.82
6.97,-7.8,3.02,19.05,9.36,-5.04
7.07,-7.75,2.74,23.32,8.02,0.21
6.94,-7.43,2.9,23.87,8.45,3.14
7.07,-7.4,2.69,24.72,7.84,4.72
7.31,-7.39,2.49,27.71,7.84,8.56
7.75,-7.43,2.44,29.42,7.35,14.54
8.03,-7.38,2.66,31.85,14,29.29
7.57,-7.38,2.55,35.94,17.66,43.68
7.12,-7.41,2.63,39.54,22.17,52.71
6.98,-7.53,2.61,46.61,27.29,58.74
6.43,-7.65,2.76,56.18,30.28,66.92
5.58,-7.46,3.67,58.87,24.79,69.42
5.38,-7.45,3.88,57.16,21.38,69.66
5.36,-7.65,3.73,59.48,36.19,71.24
4.85,-7.55,4.06,59.84,36.68,73.93
4.8,-7.65,4.1,59.29,20.52,83.99
4.9,-7.81,3.69,59.84,9.85,96.18
4.72,-7.79,3.38,65.27,11.25,107.34
3.77,-7.32,3.93,70.63,14.79,115.88
2.86,-7.36,4.07,68.81,17.72,113.13
2.58,-7.38,4.47,67.71,24.24,119.9
2.22,-7.26,4.49,66.43,22.72,131.3
1.91,-7.05,3.73,66.61,8.21,140.88
1.94,-7.21,2.7,83.01,-5.88,151.61
1.51,-6.52,2.56,93.44,-12.1,165.27
1.34,-6.5,3.97,99.84,9.24,177.95
0.45,-5.61,4.81,99.17,5.16,196.24
-1.49,-5.62,4.84,91.24,5.34,173.99
-2.18,-5.59,4.75,63.68,-2.04,150.88
-2.39,-5.68,4.52,59.42,-1.73,136.3
-2.35,-6.03,3.98,64.17,21.68,125.21
-2.78,-5.44,3.99,64.29,32.23,117.04
-2.49,-4.96,4.15,59.66,29.3,115.88
-2.51,-4.73,4.4,54.17,11.5,117.59
-3.01,-4.52,4.78,46.37,-4.42,117.95
-3.2,-4.27,4.9,43.5,-11.79,111
-2.34,-4.2,4.51,43.26,1.8,101.79
-1.75,-3.94,4.22,44.35,19.67,104.23
-2.01,-3.7,4.09,48.38,36.32,119.78
-3.16,-3.42,4.26,55.33,41.38,131.3
-4.27,-2.87,4.27,58.68,41.5,131.06
-5.13,-2.67,4.64,53.56,43.21,117.04
-5.26,-2.25,4.09,43.87,51.8,103.56
-4.79,-2.47,3.98,41.43,72.9,96.43
-4.74,-2.35,3.39,44.05,104.97,93.81
-5.3,-1.88,3.63,44.29,119.73,92.4
-6.02,-1.5,3.72,51.49,117.78,95.94
-6.71,-0.96,3.92,49.42,112.53,106.91
-7.6,-0.78,4.02,47.04,130.58,117.71
-9.55,-0.45,4.11,38.56,137.9,112.04
-11.15,-0.73,4.6,25.09,110.34,103.93
-12.26,-0.09,4.61,19.05,70.28,92.28
-8.13,-5.43,-0.05,43.13,2.11,-25.77
-7.77,-5.81,1.59,38.56,-2.04,-25.4
-7.34,-5.47,1.42,30.76,-2.22,-23.14
-7.36,-5.25,1.64,23.93,4.61,-23.88
-7.5,-5.51,1.72,15.64,3.88,-20.95
-7.59,-5.55,1.78,7.1,0.16,-20.28
-7.51,-5.67,1.52,2.71,-3.32,-19.73
-7.58,-5.11,1.62,0.03,3.82,-24.85
-7.37,-5.21,1.66,3.87,8.33,-17.29
-6.57,-4.91,1.83,8.81,13.94,-15.28
-7.65,-5.35,1.74,8.38,4.67,-19.24
-7.97,-5.81,1.84,15.57,-4.48,-19.49
-7.59,-5.4,1.54,18.56,-2.46,-18.57
-7.47,-5.36,1.7,21.24,4.67,-14.06
-7.79,-5.43,1.57,21.98,8.57,-14.67
-7.99,-5.45,1.41,21.73,8.69,-19.43
-7.91,-5.32,1.45,20.45,6.01,-17.84
-7.95,-5.46,1.42,19.23,5.4,-18.02
-8.19,-5.41,1.43,21.43,8.82,-22.35
-8.24,-5.45,1.48,23.07,8.57,-23.63
-8.42,-5.61,1.64,25.64,9.12,-26.74
-8.53,-5.5,1.74,26.06,10.46,-28.82
-8.79,-5.51,1.72,26.92,8.21,-30.58
-9.18,-5.66,1.6,23.07,10.28,-38.08
-9.44,-5.42,1.46,23.74,14.06,-47.72
-9.71,-5.34,1.43,23.32,15.4,-60.58
-10.01,-5.23,1.26,24.05,15.52,-76.25
-10.42,-5.36,0.95,29.6,8.02,-94.42
-10.27,-5.23,0.57,30.33,-4.29,-107.53
-10.27,-5.1,0.33,33.74,-11.79,-123.27
-9.76,-4.81,0.46,38.38,-11.67,-135.7
-9.23,-4.66,0.85,40.51,-10.94,-141.13
-8.8,-5.24,1.05,43.2,-13.01,-146.99
-8.1,-5.3,0.9,44.6,-6.73,-148.63
-7.84,-5.61,1.22,48.13,0.65,-147.59
-7.79,-5.51,1.16,46.85,9.55,-149.18
-7.61,-5.57,1.5,49.05,13.39,-150.28
-7.47,-5.69,1.67,44.11,12.23,-154.55
-7.14,-6.09,1.83,40.82,0.04,-159.79
-6.79,-6.45,2.26,35.57,-8.93,-171.25
-6.42,-6.58,1.99,39.23,-19.72,-183.02
-5.32,-6.66,2.14,39.6,-26.12,-191.86
-5.08,-6.14,2.58,31,-29.78,-188.69
-4.62,-6.3,2.85,28.44,-26.79,-195.34
-4.27,-6.57,2.83,21.18,-28.32,-209.24
-2.37,-6.58,2.63,8.62,-39.54,-205.46
-0.92,-7.52,2.25,18.62,-29.9,-200.28
-0.82,-7.34,2.53,16,-21.18,-201.01
-1.34,-7.14,2.38,19.35,-18.56,-212.72
-0.93,-7.05,1.99,22.1,-32.59,-219.73
0.52,-6.88,1.92,16.67,-51.06,-216.74
2.61,-6.98,1.43,14.29,-44.78,-205.34
3.67,-6.81,1.94,20.27,-10.57,-194.12
3.79,-6.69,2.09,25.82,11.8,-181.13
3.13,-6.75,1.86,27.1,12.9,-179.12
2.83,-7.07,1.27,35.15,-3.75,-182.9
3.93,-6.92,1.18,35.82,-30.7,-182.23
4.83,-7.1,0.81,41.06,-47.59,-173.14
5.42,-6.59,1.59,46.18,-34.17,-172.41
5.45,-6.51,1.69,52.89,-18.74,-165.09
5.06,-6.6,1.65,51.24,-14.17,-163.27
5.46,-6.6,1.95,51.85,-26.61,-155.58
7.28,-7.08,1.74,48.62,-30.03,-143.63
7.68,-6.67,2.08,50.33,-17.59,-126.74
7.44,-6.64,2.01,48.13,-5.57,-118.94
6.71,-6.5,2.23,54.72,-0.64,-119.55
6.65,-6.85,1.6,58.87,-18.01,-126.74
7.67,-6.69,1.84,62.83,-21,-135.16
9.16,-6.53,2.46,62.71,-9.54,-124.91
8.97,-6.52,2.94,57.65,3.02,-112.84
8.28,-6.94,3.07,59.9,-2.71,-102.84
8.82,-6.69,3.17,55.09,-12.4,-98.51
10,-6.55,3.6,46.85,-6.37,-92.6
10.5,-6.46,3.84,41.92,4.12,-81.68
10.64,-6.6,3.62,39.05,1.19,-70.71
10.4,-6.42,3.9,30.51,-5.39,-61.92
10.76,-6.36,3.68,21.98,-3.56,-51.19
11.3,-6.56,3.6,19.96,10.16,-40.52
11.11,-6.15,3.62,17.4,24.91,-26.38
10.47,-6.15,3.45,15.21,29.97,-17.11
9.93,-6.35,3.21,15.7,20.16,-11.74
9.97,-6.18,2.81,16.37,10.16,-8.57
10.02,-5.92,2.78,15.39,7.6,-2.72
10.45,-5.71,2.61,12.22,14.3,4.11
10.42,-5.68,2.47,11.49,21.19,17.16
9.73,-5.81,2.29,11.31,13.75,27.46
9.68,-5.79,2.17,15.76,8.08,33.07
10.16,-5.64,2.4,18.32,10.58,45.21
10.47,-5.55,2.41,19.42,20.1,57.46
10.09,-5.75,2.25,24.05,27.66,75.39
9.34,-5.94,2.14,32.16,25.52,87.65
8.73,-6.09,2.1,36.12,19.43,94.23
8.91,-5.72,2.37,38.32,28.27,100.63
9.09,-5.91,2.57,39.84,42.35,113.93
8.07,-5.69,2.68,37.65,36.74,127.52
6.96,-5.64,2.77,34.78,7.11,132.71
7.3,-5.69,2.71,32.89,-0.76,134.9
8.06,-5.34,3,30.39,20.4,147.95
7.27,-5.24,3.21,26,28.21,167.22
5.05,-5.9,3.43,23.5,20.95,181.24
3.57,-6.11,3.7,22.34,14.79,183.87
3.39,-6.12,3.91,18.5,36.5,183.56
2.48,-5.84,3.9,13.74,56.5,187.04
0.9,-5.9,3.06,14.11,29.85,193.32
0.07,-6.49,2.21,19.17,-6.92,191.49
0.73,-6.36,1.89,32.95,-6.12,192.65
0.64,-5.63,2.07,43.38,30.77,192.83
-1.2,-5.31,3.31,45.7,45.1,187.22
-3.16,-4.99,2.94,38.5,-1,179.05
-2.57,-5.49,2.21,46.12,-27.65,175.57
-1.17,-5.22,1.56,52.71,-5.21,181.91
-1.44,-4.63,2.05,70.02,44.3,194.66
-4.38,-3.34,3.6,63.81,55.52,182.04
-5.81,-3.36,3.89,48.62,26.68,157.04
-4.84,-4.1,3.12,42.95,6.62,140.76
-3.61,-4.24,2.32,48.26,11.44,145.45
-3.01,-4.12,1.7,58.07,41.99,163.8
-4.09,-3.56,1.77,71.49,80.64,182.95
-7.85,-2.08,4.34,59.42,75.4,178.99
-9.63,-1.93,4.46,44.05,18.45,148.32
-7.99,-2.34,3.91,38.87,-11.18,131.18
-6.23,-2.65,2.98,45.21,19.43,132.1
-6.57,-2.59,2.23,65.15,77.41,151.67
-9.15,-1.32,3.49,64.11,109.79,158.8
-13.65,-0.45,4.79,39.96,69.24,124.11
-13.54,-0.78,3.79,25.33,21.86,90.76
-12.01,-1.51,2.72,25.33,25.04,68.81
-11.67,-1.78,2.37,30.7,56.44,61.37
-12.95,-1.67,2.82,39.72,81.92,52.53
-14.69,-1.44,3.53,37.28,62.66,34.23
-15.1,-1.22,3.58,28.32,8.45,13.87
-13.6,-1.79,3.16,23.07,-20.51,-4.73
-11.8,-2.08,2.8,25.51,-16.49,-15.46
-10.71,-2.02,2.9,30.64,3.45,-15.4
-10.56,-1.81,2.95,29.6,16.74,-15.52
-10.71,-1.85,2.94,27.28,16.68,-24.49
-10.18,-1.96,2.83,25.39,5.1,-31.07
-9.82,-1.97,2.37,25.09,-6,-35.77
-8.97,-2.3,2.27,24.48,-9.42,-36.5
-8.63,-2.07,2.57,25.21,1.74,-34
-9.52,2.07,3.86,59.9,30.64,-20.89
-8.18,-3.31,2.07,34.29,8.88,-23.88
-8.43,-3.17,2.05,30.76,7.6,-27.23
-8.41,-3,2.32,24.11,6.38,-25.34
-8.44,-3.08,2.41,18.32,5.04,-24.43
-8.42,-3.2,2.52,15.7,7.29,-24.36
-8.56,-3.14,2.69,10.7,4.91,-23.69
-8.85,-3.19,2.75,4.84,1.38,-29.18
-8.82,-3.35,2.57,3.14,-4.35,-34.97
-8.6,-3.4,2.38,5.88,-6.12,-37.53
-8.22,-3,2.23,12.04,-1.73,-33.14
-4.19,-16.21,0.03,-60.34,-29.35,-40.64
-8.94,-3.18,2.33,12.46,0.65,-28.63
-8.63,-3.11,2.37,13.93,2.54,-30.52
-8.34,-3.35,2.35,13.68,4.43,-30.52
-8.25,-3.3,2.48,16,5.77,-29.97
-8.41,-3.35,2.43,17.16,5.46,-29.12
-8.55,-3.43,2.14,17.59,3.82,-30.64
-8.48,-3.48,2.1,20.94,3.82,-30.4
-8.58,-3.31,2.21,22.16,7.05,-28.45
-8.64,-3.33,2.51,20.21,9.49,-27.84
-8.9,-3.34,2.47,18.38,8.63,-28.33
-9.19,-3.49,2.29,18.32,7.96,-30.4
-9.47,-3.56,2.2,17.4,7.54,-32.78
-9.91,-3.62,2.39,19.29,8.15,-40.52
-9.95,-3.41,2.44,16.37,9.12,-44.49
-10.29,-3.33,2.28,15.94,8.21,-50.03
-10.72,-3.38,2.27,12.1,6.62,-54.67
-11.18,-3.62,1.85,15.51,1.74,-66.44
-11.17,-3.56,1.65,16.67,-1.12,-78.94
-11.11,-3.39,1.65,15.82,-3.01,-89.42
-10.89,-3.39,1.56,18.74,-0.03,-98.57
-10.75,-3.67,1.57,22.1,5.83,-106.25
-10.62,-3.68,1.79,21.92,10.22,-116.5
-10.7,-3.62,1.97,19.84,8.27,-128.94
-10.38,-3.88,1.96,18.81,1.74,-142.47
-9.83,-4.02,1.99,21.37,-5.33,-152.66
-9.21,-4.19,2.05,22.83,-6.37,-160.4
-8.55,-4.31,2.36,21.49,-7.83,-166.19
-8.1,-4.65,2.18,21.98,-7.83,-171.8
-7.4,-4.47,2.64,22.34,-7.53,-169.06
-7.25,-4.9,2.59,19.72,-11.67,-168.81
-6.92,-4.98,2.57,16.12,-13.87,-173.94
-6.47,-5.26,2.31,16.49,-10.03,-182.05
-5.35,-5.42,2.39,18.01,0.28,-183.81
-5.01,-5.77,2.42,16.37,6.5,-184.61
-4.63,-5.82,2.4,17.89,3.27,-182.59
-4.22,-6.09,2.14,20.03,-2.95,-179.36
-3.82,-6.12,1.8,21.92,-0.57,-180.46
-3.78,-5.99,1.74,23.62,6.86,-185.16
-3.35,-6.4,1.68,29.05,5.77,-193.08
-2.54,-6.69,1.54,33.62,-13.87,-193.69
-1.43,-6.55,1.63,32.95,-37.77,-185.09
-1,-6.67,1.51,33.14,-39.6,-178.88
-0.72,-6.65,1.62,33.01,-27.65,-178.94
-0.66,-6.92,1.35,36.43,-23.44,-185.4
0.07,-7.01,1.11,45.03,-23.38,-191.74
1.12,-6.83,1.74,47.77,-26.31,-187.23
1.78,-6.93,1.97,49.35,-26.85,-170.7
1.95,-7.12,2.09,50.45,-32.71,-158.81
2.41,-7.18,1.93,52.89,-31.49,-155.77
2.82,-6.88,2.19,56.12,-18.5,-153.27
2.98,-6.8,2.43,59.05,-12.28,-152.96
3.11,-6.91,2.43,61.37,-22.46,-152.96
3.67,-7.14,2.38,59.72,-42.04,-153.33
4.89,-7.07,2.28,59.6,-48.01,-147.9
5.45,-6.97,2.62,60.63,-33.44,-134.73
5.25,-6.82,2.89,58.5,-20.27,-127.72
5.04,-7.01,2.7,57.59,-12.28,-126.07
5.32,-7.25,2.58,56.55,-18.01,-130.46
6.26,-7.62,2.81,63.5,-24.48,-124.49
6.75,-7.55,3.35,64.29,-24.96,-119.49
6.94,-7.38,4.18,60.88,-18.38,-114.18
7.07,-7.59,3.91,57.83,-8.68,-110.58
6.94,-7.66,4.29,56.49,-16,-106.19
7.8,-7.65,4.48,55.51,-20.51,-99.79
8.82,-7.84,4.88,52.28,-8.62,-87.23
8.91,-7.8,5.58,43.5,7.47,-73.69
8.39,-7.95,5.48,36.18,11.01,-65.28
8.27,-8.02,5.35,29.05,-0.51,-61.74
9.03,-8.01,5.01,24.9,-5.27,-55.58
9.64,-8.17,5.08,21.61,5.04,-45.71
9.86,-7.87,5.1,15.88,17.41,-30.22
9.43,-7.71,4.91,8.2,22.66,-18.14
9.18,-7.66,4.31,4.84,17.66,-9.55
9.23,-7.73,3.76,6.43,9.06,-1.5
9.75,-7.65,3.61,6.37,11.8,9.05
9.94,-7.28,3.64,3.87,25.71,24.35
9.45,-7.26,3.89,1.92,34.06,36.24
9.39,-7.27,3.45,2.95,39.73,48.07
9.27,-7.26,3.42,3.68,39,61.61
9.18,-7.28,3.22,6.61,36.38,76.18
9.26,-7.15,2.98,9.72,42.6,85.39
9.32,-6.92,3.14,11.06,54.49,98.5
8.95,-6.75,3.55,9.96,68.69,115.45
7.91,-6.57,4.06,2.04,71.5,132.59
7.1,-6.33,4.05,-4.85,62.66,149.11
6.29,-6.27,3.52,-6.62,60.4,156.73
5.34,-6.12,3.3,-3.15,56.86,165.39
4.38,-6.33,3.26,-0.77,56.62,169.66
3.32,-5.92,3.44,0.82,63.57,175.15
1.82,-5.47,3.73,-4.06,63.08,180.63
0.78,-5.28,3.43,-11.32,54,180.39
-0.05,-5.37,2.82,-13.82,47.05,182.52
-0.64,-5.47,2.25,-9.61,44.73,183.07
-1.48,-5.17,1.9,-7.78,39.36,183.07
-2.31,-4.97,1.71,-2.47,22.9,181.85
-2.66,-4.69,2.03,0.45,9.79,175.57
-2.91,-4.61,1.99,-0.22,7.47,174.9
-2.91,-4.8,1.84,4.11,17.17,176.79
-3.52,-4.28,1.84,11.49,27.96,181.73
-4.47,-4.21,1.77,18.26,25.83,177.16
-5.52,-3.65,2.46,15.76,15.71,164.54
-6.18,-3.51,2.64,8.93,4.79,146.18
-6.11,-3.39,2.77,5.51,0.16,131.61
-5.54,-3.42,2.52,2.77,-1.12,131.18
-5.4,-3.83,2.17,6.49,-1.73,140.88
-5.91,-3.73,1.79,14.35,3.08,143.62
-6.9,-3.2,1.93,26.49,-2.83,142.34
-7.53,-2.39,2.59,24.84,-12.46,134.35
-7.4,-2.12,2.47,15.21,-16.85,128.38
-7.31,-2.08,1.84,14.05,-4.6,133.32
-7.93,-1.99,1.23,20.03,13.39,135.51
-8.68,-1.5,1.2,34.54,26.93,137.59
-9.88,-0.94,1.45,39.66,35.46,135.09
-10.96,-0.22,2.13,34.66,27.84,132.16
-11.89,0.27,2.15,23.44,20.1,126.67
-12.56,-0.07,1.62,19.66,15.95,112.22
-13.05,-0.25,1.55,27.71,17.72,91.37
-13.35,-0.4,1.6,39.54,16.44,69.05
-13.66,0.06,2.31,40.7,15.58,46.43
-13.79,0.36,3.31,32.95,8.82,25.39
-13.38,0.05,3.27,27.22,-4.29,11.31
-12.99,-0.41,3.03,24.35,-14.11,-0.58
-12.39,-0.65,2.89,27.28,-9.42,-10.28
-11.95,-0.65,2.67,31.43,1.07,-17.72
-11.56,-0.62,2.85,30.88,2.66,-23.02
-11.19,-0.5,2.9,27.04,-4.72,-27.66
-10.66,-0.68,2.53,25.33,-12.4,-34.85
-9.77,-0.78,2.24,24.17,-10.21,-38.14
-9.02,-2,1.39,34.9,13.27,-43.69
-8.87,-2,2.36,33.32,17.05,-39.91
-8.98,-1.94,2.24,29.23,13.02,-38.88
-8.95,-1.73,2.41,21.18,4.36,-36.5
-8.71,-1.96,2.33,10.39,-2.04,-31.44
-8.75,-2.31,2.01,6.79,-1.79,-30.58
-9.15,-2.21,2.1,4.42,-3.38,-34
-9.17,-2.31,2.15,6.98,-9.66,-40.95
-8.88,-2.21,2.04,14.05,-7.71,-44.24
-8.81,-2.39,2.27,18.38,-1.79,-42.29
-8.53,-1.23,3.11,20.09,10.77,-37.47
-9.48,-2.22,2.54,18.14,3.33,-36.8
-9.27,-2.53,2.4,17.95,3.15,-38.63
-9.47,-2.35,2.41,18.74,7.66,-40.16
-10.03,-2.32,2.16,19.54,12.11,-44.24
-10.49,-2.47,2.22,20.33,8.15,-51.07
-10.44,-2.74,2.19,20.51,4.24,-58.27
-10.3,-2.75,2.11,20.57,4.55,-62.41
-10.33,-2.7,2.19,19.78,8.69,-67.96
-10.46,-2.78,2.19,20.03,15.4,-72.96
-10.63,-3.08,2.08,20.09,15.52,-79.36
-10.63,-3.14,2.14,19.6,6.19,-85.34
-10.54,-3.12,2.01,20.27,-2.46,-91.13
-10.25,-3.12,2.05,19.23,-4.23,-99
-9.77,-3.23,2.24,18.87,0.04,-103.33
-9.59,-3.23,2.16,17.83,3.88,-106.86
-9.57,-3.36,2.16,17.71,5.16,-110.77
-9.38,-3.29,2.12,17.53,2.35,-115.1
-9.32,-3.48,1.91,16.92,-3.26,-120.77
-9.09,-3.62,1.81,17.83,-10.57,-126.13
-8.53,-3.71,1.82,18.32,-9.17,-129.73
-8.1,-3.99,1.88,19.84,-2.1,-132.84
-7.63,-4.1,1.85,22.59,4.12,-129.36
-7.73,-4.43,1.65,23.68,6.01,-129.85
-7.66,-4.46,1.88,23.87,3.75,-133.39
-7.43,-4.65,1.94,22.4,1.5,-138.14
-7.23,-4.75,1.92,22.65,1.38,-144.67
-6.99,-5.16,1.93,22.16,0.34,-150.89
-6.3,-5.36,2.06,24.35,3.94,-153.63
-6.1,-5.71,2.16,24.35,7.47,-150.52
-6.2,-5.53,2.25,24.72,8.69,-150.46
-5.93,-6.05,2.13,25.76,5.04,-152.05
-5.48,-6.37,1.79,29.05,5.1,-156.62
-5.16,-6.35,2.22,30.82,3.02,-160.58
-4.52,-6.37,2.28,29.66,6.8,-160.46
-4.3,-6.45,2.23,27.77,9.18,-160.89
-4.02,-6.88,2.29,23.38,4.97,-163.02
-3.31,-7.23,1.81,26.67,5.58,-164.91
-2.74,-7.01,2.08,28.5,10.1,-167.17
-2.41,-7.18,2.39,26.06,4.24,-167.66
-1.93,-7.71,2.02,25.57,1.32,-167.29
-2.06,-7.7,2.1,25.03,-7.1,-168.33
-1.99,-7.61,2.04,22.04,-14.29,-176.5
-1.24,-7.11,2.08,20.39,-13.32,-181.25
-0.58,-7.51,1.88,18.62,-11.31,-185.89
-0.17,-7.51,1.67,18.99,-9.17,-188.69
1.2,-7.76,1.58,21.49,-9.96,-184.85
1.7,-7.58,1.71,21.31,-3.14,-176.8
1.8,-7.63,1.85,21.67,5.95,-174.06
1.64,-7.77,2.15,23.26,10.4,-174.85
2.13,-7.94,1.38,26.79,6.32,-177.29
2.9,-7.83,1.42,33.2,3.45,-176.38
4.11,-7.7,1.75,38.32,6.13,-165.89
4.87,-7.89,1.89,35.94,12.29,-148.45
4.39,-8.17,1.84,38.93,3.51,-135.22
4.68,-8.21,1.78,45.09,-3.93,-124.85
4.31,-7.9,2.3,45.82,2.35,-122.23
4.95,-7.96,2.19,50.45,2.9,-120.03
5.98,-8.65,2.31,51.92,9.85,-108.27
5.98,-8.55,2.62,52.28,9,-88.69
5.62,-8.47,2.8,59.84,0.52,-80.52
5.7,-8.22,2.93,58.38,0.52,-78.51
5.92,-7.87,3.31,49.05,4.06,-76.99
6.36,-7.9,3.17,45.33,7.54,-66.99
6.22,-8.12,3.2,42.77,10.46,-62.66
6.47,-8.48,3.15,47.1,14.73,-62.17
6.31,-8.28,3.42,52.1,6.8,-60.58
6.3,-8.15,3.74,47.1,6.93,-64.12
6.48,-8.24,4.08,41.12,10.77,-64.18
6.95,-8.32,3.84,35.39,9.3,-63.45
7.2,-8.55,4.09,30.33,-2.4,-54.3
7.51,-8.56,3.61,27.34,-7.65,-47.84
7.62,-8.54,3.58,25.51,-3.81,-42.6
7.89,-8.19,3.53,22.4,0.83,-37.11
8.19,-8.16,3.2,22.77,7.11,-35.04
8.32,-7.97,3.31,22.16,3.08,-26.8
8.86,-7.75,3.39,20.94,-6.18,-7.17
8.61,-7.89,3.27,16.61,-7.83,7.71
8.29,-7.58,3.16,14.23,-0.15,18.62
7.8,-7.55,2.74,12.28,6.5,23.32
7.21,-7.54,2.7,13.14,9.36,23.26
7.37,-7.87,2.27,17.1,1.8,29.54
7.29,-7.98,1.9,24.17,-9.84,38.26
7,-7.77,1.9,30.64,-14.35,48.2
6.63,-7.91,1.92,37.65,-14.35,56.31
6.1,-7.52,2.68,34.17,-8.07,61.06
5.86,-7.79,2.81,30.09,-8.07,66.61
5.69,-7.82,2.69,29.05,-9.9,73.26
5.64,-7.85,2.48,32.59,-12.04,82.46
5.79,-7.97,2.73,39.42,-12.46,94.6
5.03,-7.97,3.29,40.21,-6.85,108.74
4.01,-8.03,3.33,43.56,4.18,112.04
3.13,-7.42,3.62,44.11,11.44,108.99
2.76,-7.21,3.84,33.81,3.69,107.04
3.07,-7.33,3.72,27.28,2.17,112.4
3.05,-7.59,3.63,23.62,4.85,128.26
2.36,-7.59,3.25,23.56,12.17,144.29
1.18,-7.61,2.73,29.84,15.64,145.63
-0.27,-6.65,3.15,32.89,12.96,131.49
-0.79,-6.92,3.44,29.05,-0.21,119.41
-1.08,-7.07,3.32,22.83,-12.95,111.24
-1.17,-7.22,2.76,20.45,-19.66,111.06
-1.34,-7.5,2.42,23.38,-14.42,108.81
-2.16,-7.26,2.44,24.84,-8.81,99.9
-3.28,-7.2,3.09,28.01,-18.44,86.37
-3.52,-7.29,3.16,31.67,-41.92,71.49
-2.54,-7.67,3.33,36.49,-56.92,59.6
-1.38,-7.65,3.49,37.95,-40.39,65.76
-1.73,-7.51,3.91,36,-13.74,73.01
-2.74,-6.88,3.93,31.55,4.12,73.13
-3.57,-6.97,3.78,25.64,2.23,65.94
-3.86,-7.25,3.18,27.22,-14.96,61.92
-3.68,-7.1,3.03,31.12,-19.48,60.21
-3.56,-7.03,2.97,35.39,-21.18,60.57
-3.68,-6.91,2.78,39.72,-19.6,59.78
-3.87,-6.65,3.05,45.09,-21.98,60.94
-4.7,-6.34,3.13,44.96,-35.88,58.38
-4.94,-6.31,3.15,48.44,-51.85,51.55
-4.49,-6.2,3.33,53.44,-52.28,46.92
-3.78,-6.31,3.63,57.34,-39.48,51.49
-3.84,-6.38,3.82,63.44,-16.55,58.87
-4.76,-6.05,4.61,65.09,-4.6,62.22
-6.33,-5.34,5.67,55.33,-5.09,50.09
-6.67,-5.41,5.58,52.04,-13.26,44.6
-6.59,-5.93,5.15,52.1,-7.83,38.07
-6.31,-6.02,5.52,53.5,7.35,37.53
-6.28,-6.03,5.53,49.84,30.58,39.72
-7.67,-5.66,6.31,39.66,46.74,35.88
-8.17,-5.55,6.11,33.44,58.02,24.66
-8.62,-5.62,5.51,27.53,56.8,14.96
-7.65,-5.55,3.65,26.92,15.83,-20.64
-6.59,-5.59,3.58,28.32,10.77,-19.43
-6.68,-5.51,3.57,24.05,5.4,-22.29
-6.64,-5.46,3.62,21.18,3.27,-23.39
-6.64,-5.52,3.7,17.16,-2.59,-24.3
-6.55,-5.8,3.62,11.85,-7.71,-25.83
-6.52,-5.83,3.66,8.68,-7.71,-30.04
-6.65,-5.64,3.57,8.75,-6.31,-30.77
-6.73,-5.16,3.62,10.64,-2.83,-26.86
-6.68,-5.42,3.67,11.55,-3.14,-20.71
-6.6,-5.47,3.66,11.31,0.4,-18.27
-6.61,-4.59,3.8,11.06,2.6,-20.28
-6.66,-5.79,3.43,16.37,4.49,-28.57
-6.91,-5.78,3.7,18.56,4.18,-28.45
-6.91,-5.5,3.68,20.45,6.99,-26.86
-7.17,-5.68,3.66,21.06,6.93,-27.47
-7.47,-5.71,3.77,20.88,8.94,-29.06
-7.79,-5.66,3.71,21.24,13.14,-31.74
-7.99,-5.63,3.74,19.17,17.78,-32.54
-8.64,-5.67,3.61,18.62,26.07,-38.14
-9.1,-5.7,3.82,19.9,24,-45.03
-9.37,-5.83,3.55,19.54,13.33,-51.07
-9.38,-5.72,3.53,19.96,7.17,-58.88
-9.38,-5.75,3.33,21.24,4.79,-68.63
-9.18,-5.66,3.37,21.55,3.82,-77.11
-8.79,-5.74,3.27,21.61,5.34,-84.36
-8.65,-5.61,3.32,21.85,11.86,-89.67
-8.66,-5.66,3.35,21.98,16.62,-97.84
-8.73,-5.58,3.47,20.88,16.13,-107.84
-8.21,-5.49,3.26,19.96,14.49,-115.28
